Genre,Senior,Enfants,Anciennete,Multi_lignes,Service_Internet,Autres_Services,Partenaire,Contrat,Facturation_electronique,Mode_de_paiement,charges_mensuelles,Charges_totales,target
Homme,0,Non,62,Non,DSL,Oui,Non,Annuel,Oui,Carte bancaire,74.3,4698.05,Non
Homme,0,Oui,1,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,19.9,19.9,Oui
Homme,0,Non,5,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,80.1,398.55,Non
Femme,0,Oui,61,Oui,DSL,Oui,Oui,Bisannuel,Non,Cheque papier,88.1,5526.75,Non
Femme,0,Non,14,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,50.45,765.45,Non
Femme,0,Oui,22,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,55.15,1206.05,Oui
Femme,1,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,86.85,220.95,Oui
Homme,1,Non,16,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,74.45,1261.35,Non
Femme,1,Non,55,Oui,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,100.15,5409.75,Non
Homme,0,Non,58,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,20.75,1185.95,Non
Femme,0,Non,18,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,50,892.7,Non
Homme,0,Oui,43,Non,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,79.15,3566.6,Non
Homme,0,Non,22,Non,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,56.25,1292.2,Non
Homme,0,Non,46,Oui,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,72.8,3249.4,Non
Homme,0,Non,52,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,83.8,4331.4,Non
Femme,0,Oui,55,Oui,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,75,4213.9,Non
Femme,0,Oui,50,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,20.15,970.85,Non
Femme,0,Oui,35,Oui,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,59.45,2136.9,Non
Femme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,90.95,6652.45,Non
Homme,0,Non,22,Non,Non,Oui,Non,Annuel,Non,Cheque papier,20.3,475.1,Non
Femme,0,Non,72,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,24.65,1830.05,Non
Femme,0,Oui,17,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,88.25,1460.65,Oui
Femme,1,Non,5,Non,DSL,Oui,Non,Mensuel,Non,Carte bancaire,59.9,287.85,Non
Homme,0,Non,22,Oui,DSL,Oui,Non,Mensuel,Non,Cheque papier,65.05,1427.55,Non
Homme,1,Non,67,Oui,DSL,Oui,Non,Bisannuel,Oui,Virement bancaire,64.55,4250.1,Non
Homme,0,Non,71,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,98.65,6962.85,Non
Homme,0,Oui,28,Non,DSL,Oui,Non,Annuel,Oui,Carte bancaire,54.4,1516.6,Non
Homme,0,Non,27,Non,Non,Oui,Non,Annuel,Non,Virement bancaire,20.1,562.6,Non
Femme,0,Non,2,Oui,Fibre optique,Oui,Non,Mensuel,Non,Carte bancaire,74.9,147.15,Oui
Femme,0,Oui,23,Oui,Fibre optique,Oui,Oui,Annuel,Non,Carte bancaire,81.85,1810.85,Non
Homme,0,Oui,19,Oui,Non,Oui,Non,Mensuel,Oui,Carte bancaire,24.1,439.2,Non
Homme,0,Non,14,Oui,Non,Oui,Non,Annuel,Oui,Carte bancaire,24.8,321.7,Non
Femme,0,Non,16,Non,DSL,Non,Oui,Mensuel,Oui,Cheque electronique,49.95,810.2,Oui
Homme,0,Oui,67,Non,DSL,Non,Oui,Bisannuel,Non,Carte bancaire,50.9,3281.65,Non
Homme,0,Non,44,Non,DSL,Non,Non,Annuel,Oui,Cheque electronique,54,2440.25,Non
Homme,0,Non,9,Non,DSL,Non,Oui,Mensuel,Non,Cheque papier,40.65,328.95,Oui
Homme,0,Oui,4,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,101.7,364.55,Oui
Femme,0,Oui,30,Non,Non,Oui,Oui,Annuel,Non,Virement bancaire,19.55,608.5,Non
Femme,0,Non,18,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,96.05,1740.7,Oui
Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,70.7,70.7,Non
Homme,0,Non,5,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,96.55,500.1,Non
Homme,0,Oui,55,Non,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,57.55,3046.4,Oui
Homme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,97.95,7114.25,Non
Femme,0,Non,62,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,23.65,1416.75,Non
Homme,0,Oui,60,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,19.95,1189.9,Non
Homme,1,Non,55,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,44.85,2479.05,Non
Homme,1,Non,13,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,90.5,1201.15,Oui
Femme,0,Oui,1,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,69.8,69.8,Oui
Femme,0,Non,6,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,98.15,567.45,Oui
Homme,0,Oui,67,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,105.4,6989.45,Non
Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,110.45,7982.5,Non
Femme,0,Non,50,Oui,DSL,Oui,Oui,Annuel,Non,Virement bancaire,75.7,3876.2,Non
Femme,0,Oui,43,Oui,Non,Oui,Oui,Annuel,Oui,Virement bancaire,24.45,993.15,Non
Homme,0,Oui,1,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,68.5,68.5,Oui
Homme,0,Non,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,78.85,5763.15,Non
Femme,0,Non,10,Non,DSL,Non,Non,Mensuel,Non,Virement bancaire,40.7,449.3,Non
Femme,0,Non,38,Non,Non,Oui,Non,Annuel,Non,Cheque papier,20.05,678.2,Non
Homme,0,Oui,3,Non,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,54.7,169.45,Oui
Femme,0,Oui,37,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,95.25,3314.15,Non
Homme,0,Non,1,Non,DSL,Non,Non,Mensuel,Oui,Cheque papier,24.45,24.45,Oui
Femme,0,Oui,13,Non,DSL,Oui,Oui,Annuel,Non,Virement bancaire,54.15,701.05,Non
Homme,1,Non,45,Non,DSL,Oui,Non,Annuel,Non,Carte bancaire,62.7,2791.5,Oui
Homme,0,Non,68,Oui,Non,Oui,Non,Bisannuel,Oui,Virement bancaire,24.15,1498.85,Non
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,45.3,45.3,Oui
Femme,0,Oui,42,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque electronique,22.95,1014.25,Non
Femme,0,Non,30,Non,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,55.3,1530.6,Non
Femme,0,Non,57,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Virement bancaire,112,95.6465,Oui
Homme,0,Oui,55,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,90.4,5099.15,Non
Femme,0,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Carte bancaire,107.45,7658.3,Non
Femme,0,Oui,49,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,19.45,921.3,Non
Homme,0,Non,48,Oui,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,70.55,3420.5,Non
Homme,0,Non,8,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,94.7,740.3,Oui
Femme,0,Oui,57,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,59.3,3274.35,Non
Homme,0,Non,12,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,79.95,1043.4,Non
Homme,1,Non,10,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,79.25,793.55,Oui
Femme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,85,85,Oui
Femme,1,Non,68,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,89.6,6127.6,Oui
Homme,0,Oui,71,Oui,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,66.85,4748.7,Non
Homme,1,Non,27,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,70.55,1943.9,Non
Homme,0,Oui,7,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,20.25,144.35,Non
Femme,0,Non,8,Non,Non,Oui,Non,Annuel,Oui,Cheque papier,19.2,161.95,Non
Femme,1,Oui,1,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,69.25,69.25,Oui
Femme,0,Non,63,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,81.55,5029.05,Non
Femme,0,Oui,2,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,70.4,147.15,Oui
Homme,0,Oui,9,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.4,184.1,Non
Femme,0,Non,42,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,105.2,4400.75,Oui
Femme,0,Non,31,Non,Non,Oui,Non,Annuel,Non,Cheque papier,20.95,683.25,Non
Femme,0,Non,3,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,55.3,196.15,Oui
Homme,0,Oui,67,Oui,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,87.4,5918.8,Oui
Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,70.6,70.6,Oui
Femme,1,Non,62,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,104.85,6312.9,Non
Homme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,66.5,4811.6,Non
Homme,0,Non,13,Non,DSL,Non,Non,Mensuel,Oui,Virement bancaire,25.15,331.85,Non
Homme,0,Non,1,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,84.8,84.8,Oui
Homme,1,Non,49,Oui,DSL,Oui,Non,Bisannuel,Non,Carte bancaire,81.35,4060.9,Non
Homme,0,Oui,42,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,20.7,828.85,Non
Femme,0,Non,59,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,107,6152.3,Non
Femme,1,Non,35,Oui,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,108.35,3726.15,Non
Femme,0,Non,4,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,70.05,266.9,Oui
Femme,0,Non,10,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,18.85,163.2,Non
Homme,0,Non,25,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,79,1902,Non
Femme,0,Non,18,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,35.2,607.3,Non
Femme,0,Non,14,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,89.8,1129.1,Oui
Homme,0,Non,52,Non,DSL,Oui,Non,Annuel,Non,Cheque electronique,53.75,2790.65,Non
Femme,0,Oui,14,Non,Non,Oui,Oui,Annuel,Oui,Cheque papier,19,5.272,Non
Homme,0,Oui,56,Oui,Non,Oui,Non,Bisannuel,Oui,Cheque papier,24.8,1424.2,Non
Femme,0,Non,8,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,75.25,576.7,Non
Femme,0,Oui,1,Non,Non,Oui,Oui,Mensuel,Non,Cheque electronique,19.25,19.25,Non
Femme,0,Non,21,Non,Fibre optique,Oui,Non,Annuel,Oui,Cheque papier,104.55,2239.4,Non
Femme,0,Oui,62,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,100.15,6283.3,Oui
Femme,1,Oui,65,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,107.45,7047.5,Non
Femme,0,Non,31,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,76.05,2227.8,Non
Femme,0,Oui,49,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,87,2.4345,Non
Homme,0,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,95.85,197.7,Oui
Femme,0,Non,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,84.4,6096.45,Non
Femme,0,Oui,19,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,89.35,1686.85,Non
Femme,0,Non,46,Non,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,64.2,3009.5,Non
Homme,0,Oui,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,70.45,70.45,Oui
Homme,0,Non,24,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,104.65,2542.45,Oui
Homme,0,Non,51,Oui,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,81,4085.75,Non
Femme,0,Non,67,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,19.65,1335.2,Non
Femme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,76.4,160.8,Oui
Homme,0,Non,4,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,85.65,338.9,Oui
Homme,0,Oui,6,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,19.45,113.5,Non
Femme,0,Non,25,Non,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,76.15,1992.95,Non
Homme,1,Non,3,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,91.05,289.1,Oui
Femme,0,Non,30,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,85.15,2555.9,Oui
Homme,0,Oui,15,Non,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,101.9,1667.25,Non
Femme,0,Oui,35,Non,DSL,Non,Oui,Bisannuel,Oui,Carte bancaire,46.35,1662.05,Non
Femme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,80.2,80.2,Oui
Homme,0,Oui,14,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque electronique,65.45,937.6,Oui
Homme,0,Non,57,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,103.05,5925.75,Non
Homme,0,Non,41,Oui,Non,Oui,Non,Mensuel,Oui,Virement bancaire,25.25,996.45,Non
Homme,0,Non,16,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,75.4,1189.4,Non
Homme,0,Oui,51,Non,DSL,Oui,Non,Annuel,Non,Carte bancaire,47.85,2356.75,Non
Homme,0,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,114.55,8306.05,Non
Femme,0,Oui,49,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,79.3,3902.45,Non
Homme,0,Oui,4,Non,DSL,Oui,Oui,Mensuel,Non,Carte bancaire,61.45,229.55,Oui
Homme,0,Oui,33,Non,DSL,Oui,Oui,Annuel,Oui,Cheque papier,73.9,2405.05,Oui
Homme,0,Non,63,Oui,DSL,Oui,Non,Bisannuel,Oui,Virement bancaire,71.9,4479.2,Non
Femme,0,Non,60,Non,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,59.85,3483.45,Non
Homme,0,Oui,27,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,20.05,552.9,Non
Homme,0,Non,33,Oui,Fibre optique,Oui,Non,Annuel,Non,Virement bancaire,80.1,2603.3,Non
Homme,0,Non,60,Oui,Non,Oui,Oui,Annuel,Non,Virement bancaire,24.15,1505.9,Non
Homme,0,Non,21,Non,DSL,Oui,Non,Mensuel,Non,Virement bancaire,65.35,1424.4,Non
Femme,0,Oui,2,Non,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,61.2,125.95,Non
Homme,1,Non,72,Oui,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,25,1802.55,Non
Homme,0,Non,8,Non,Non,Oui,Oui,Mensuel,Oui,Virement bancaire,19.55,161.15,Non
Femme,0,Non,11,Non,DSL,Non,Non,Mensuel,Oui,Cheque papier,35.8,363.15,Non
Homme,0,Non,55,Oui,DSL,Oui,Non,Bisannuel,Oui,Virement bancaire,77.8,4323.35,Non
Homme,0,Non,1,Oui,DSL,Oui,Non,Mensuel,Non,Cheque electronique,54.35,54.35,Oui
Homme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,53.45,119.5,Non
Homme,1,Non,6,Non,DSL,Oui,Non,Mensuel,Non,Carte bancaire,44.7,276.5,Non
Femme,0,Non,42,Oui,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,66.4,2727.8,Non
Homme,0,Non,1,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,35.45,35.45,Oui
Femme,0,Oui,16,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,112.95,1882.55,Non
Femme,0,Oui,67,Non,DSL,Non,Oui,Bisannuel,Oui,Cheque electronique,59.55,4103.9,Non
Homme,0,Non,71,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,109.6,7854.15,Non
Homme,0,Non,20,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,50,1003.05,Non
Homme,0,Oui,4,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,19.9,76.65,Non
Homme,0,Non,68,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,25.05,1629.2,Non
Femme,0,Non,7,Non,DSL,Oui,Oui,Mensuel,Oui,Virement bancaire,50.3,355.1,Non
Femme,0,Non,71,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,25.6,1888.25,Non
Femme,1,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,114.65,8333.95,Non
Femme,0,Non,23,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque papier,90.15,2044.95,Non
Homme,0,Oui,31,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,25.75,755.6,Non
Homme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,69.85,5102.35,Non
Femme,0,Oui,72,Non,DSL,Non,Oui,Bisannuel,Non,Carte bancaire,55.65,3880.05,Non
Homme,0,Non,51,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,20.45,1042.65,Non
Homme,0,Oui,29,Oui,Fibre optique,Oui,Non,Annuel,Non,Carte bancaire,100.55,2830.45,Non
Femme,1,Non,69,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Carte bancaire,105.4,6998.95,Non
Femme,0,Non,69,Non,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,61.45,4131.2,Non
Homme,0,Non,44,Non,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,106.05,4510.8,Non
Femme,0,Oui,41,Oui,DSL,Oui,Oui,Mensuel,Non,Carte bancaire,79.9,3326.2,Oui
Femme,0,Non,63,Non,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,96,6109.75,Non
Femme,0,Oui,38,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,19.95,756.4,Non
Homme,0,Non,46,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,93.7,4154.8,Oui
Femme,0,Oui,58,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,20.5,1191.4,Non
Homme,0,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,74.75,144.8,Non
Femme,0,Non,2,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque papier,54.35,117.05,Non
Homme,0,Oui,71,Oui,DSL,Oui,Oui,Annuel,Non,Cheque electronique,85.45,6300.85,Non
Homme,0,Non,57,Non,Non,Oui,Non,Bisannuel,Non,Virement bancaire,20.65,1125.6,Non
Femme,1,Non,15,Oui,Fibre optique,Oui,Non,Mensuel,Non,Carte bancaire,89,1288.3,Non
Femme,0,Non,2,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,42.6,72.4,Oui
Homme,0,Oui,18,Non,Non,Oui,Oui,Annuel,Non,Virement bancaire,20.05,345.9,Non
Femme,0,Non,38,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,103.65,3988.5,Non
Homme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,89.7,6339.3,Non
Homme,0,Non,35,Non,DSL,Oui,Oui,Mensuel,Non,Cheque papier,61,2130.45,Non
Femme,0,Non,46,Oui,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,96.05,4399.5,Oui
Homme,0,Non,36,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,20,666.75,Non
Femme,0,Non,60,Oui,Fibre optique,Oui,Non,Bisannuel,Non,Cheque electronique,104.7,6333.8,Non
Homme,0,Non,2,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,94.2,167.5,Oui
Femme,0,Non,20,Non,Non,Oui,Non,Annuel,Oui,Carte bancaire,19.35,433.75,Non
Femme,0,Oui,51,Non,DSL,Non,Oui,Bisannuel,Non,Virement bancaire,34,2.1782,Non
Homme,0,Non,18,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,75.6,1395.05,Non
Femme,0,Non,23,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,98.7,2249.1,Non
Homme,0,Non,57,Non,DSL,Oui,Oui,Bisannuel,Oui,Cheque electronique,59.75,3450.15,Non
Femme,0,Non,57,Oui,DSL,Oui,Oui,Annuel,Non,Virement bancaire,74.6,4368.95,Non
Homme,0,Non,43,Non,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,84.25,3539.25,Non
Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,44.9,44.9,Oui
Femme,0,Oui,72,Non,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,85.3,6129.2,Non
Homme,0,Non,11,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,80.5,896.9,Oui
Femme,0,Non,15,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,101.25,1457.25,Oui
Femme,0,Oui,1,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,74.7,74.7,Oui
Femme,0,Non,67,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,105.7,6816.95,Non
Femme,1,Non,30,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,40.3,1172.95,Oui
Homme,1,Non,15,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,74.2,1133.9,Oui
Femme,0,Non,12,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,78.95,927.35,Oui
Femme,0,Non,71,Oui,Non,Oui,Oui,Bisannuel,Oui,Carte bancaire,25.95,1801.9,Non
Femme,0,Oui,15,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,20.05,284.3,Non
Femme,0,Oui,22,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,25.25,555.4,Non
Femme,0,Oui,62,Oui,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,70.45,4300.45,Non
Femme,0,Oui,54,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,60,3273.95,Non
Homme,1,Non,23,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,104.45,2184.85,Non
Femme,0,Oui,18,Oui,Non,Oui,Non,Bisannuel,Non,Carte bancaire,25.3,454.65,Non
Homme,0,Non,19,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,84.75,1651.95,Non
Femme,0,Oui,11,Non,Non,Oui,Non,Mensuel,Non,Carte bancaire,20.1,221.35,Oui
Homme,0,Non,51,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,96.4,4911.05,Non
Homme,0,Oui,1,Non,Non,Oui,Oui,Mensuel,Oui,Virement bancaire,20.15,20.15,Non
Femme,0,Non,66,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,103,1.6595,Non
Femme,1,Non,53,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,95.85,5016.25,Non
Femme,1,Non,11,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,84.8,906.85,Oui
Femme,0,Non,49,Non,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,20.15,973.35,Non
Homme,1,Non,51,Oui,Non,Oui,Non,Annuel,Non,Virement bancaire,25,1260.7,Non
Homme,1,Non,7,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,99.25,665.45,Oui
Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,115.5,8312.75,Non
Femme,0,Non,72,Non,DSL,Non,Oui,Bisannuel,Oui,Cheque electronique,54.2,3937.45,Oui
Femme,0,Oui,19,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque papier,75.9,1375.6,Non
Homme,0,Non,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,116.1,8310.55,Non
Femme,0,Non,14,Non,Fibre optique,Oui,Oui,Annuel,Non,Cheque papier,105.95,1348.9,Oui
Femme,0,Oui,10,Non,DSL,Non,Non,Annuel,Non,Cheque papier,40.25,411.45,Non
Femme,0,Non,1,Non,Non,Oui,Oui,Mensuel,Oui,Virement bancaire,20.3,20.3,Non
Femme,0,Oui,51,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque papier,95.15,5000.05,Non
Homme,0,Oui,64,Non,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,19.7,1274.05,Non
Homme,0,Oui,24,Non,Non,Oui,Oui,Annuel,Oui,Carte bancaire,20.8,469.65,Non
Femme,1,Non,1,Non,DSL,Non,Non,Mensuel,Oui,Cheque papier,25.7,25.7,Oui
Homme,0,Non,9,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,94.85,890.6,Oui
Femme,0,Oui,69,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,108.75,7493.05,Non
Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,94.4,94.4,Oui
Femme,0,Non,12,Non,Non,Oui,Non,Mensuel,Non,Virement bancaire,19.45,227.45,Non
Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.4,20.4,Non
Homme,0,Non,2,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,20,38,Non
Femme,0,Non,45,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,89.3,4192.15,Non
Femme,0,Non,7,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,86.5,582.5,Oui
Homme,1,Oui,28,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,51,1381.8,Non
Femme,0,Non,36,Non,DSL,Non,Non,Bisannuel,Non,Virement bancaire,31.05,1126.35,Non
Homme,0,Non,4,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,19,78.9,Non
